"contact_id","company_id","issue_id","specialization_id","contact_date","recontact_date","contact_status","communication_note"
1392,268,96,61,2026-10-24,2026-11-05,REJECTED,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
2328,665,72,10,2024-10-19,2024-10-29,REJECTED,non quam nec dui luctus rutrum
264,58,56,60,2023-06-27,2023-07-07,NO_RESPONSE,suspendisse ornare consequat lectus in
1396,979,55,37,2023-05-12,2023-05-24,REJECTED,commodo vulputate justo in blandit
1398,793,55,56,2023-05-17,2023-05-25,REJECTED,sollicitudin ut suscipit a feugiat et eros
2282,896,65,2,2024-03-15,2024-03-22,NO_RESPONSE,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer
2283,868,90,26,2026-04-16,2026-04-24,NO_RESPONSE,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae
2284,564,23,23,2020-09-11,2020-09-21,NO_RESPONSE,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero
2285,783,72,31,2024-11-03,2024-11-12,NO_RESPONSE,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula
1400,322,3,11,2019-01-19,2019-01-29,REJECTED,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum
1401,482,3,11,2019-01-20,2019-01-30,REJECTED,sed nisl nunc rhoncus dui vel sem sed
1403,545,67,6,2024-05-23,2024-06-03,REJECTED,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh
2293,114,50,37,2022-12-27,2023-01-04,NO_RESPONSE,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
2296,161,48,61,2022-10-12,2022-10-23,NO_RESPONSE,sit amet justo morbi ut odio cras mi pede
1404,183,7,39,2019-05-26,2019-06-05,REJECTED,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
1407,301,75,51,2025-01-26,2025-02-07,REJECTED,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel
2304,236,50,4,2022-12-17,2022-12-27,NO_RESPONSE,eget orci vehicula condimentum curabitur
2307,606,46,3,2022-08-28,2022-09-06,NO_RESPONSE,tortor id nulla ultrices aliquet maecenas leo odio condimentum id
2311,132,12,31,2019-10-24,2019-11-05,NO_RESPONSE,velit donec diam neque vestibulum
2331,349,6,57,2019-04-25,2019-05-06,REJECTED,duis mattis egestas metus aenean fermentum donec ut mauris eget massa
2355,902,39,2,2022-01-14,2022-01-25,REJECTED,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum
2359,839,74,39,2024-12-13,2024-12-25,REJECTED,magna at nunc commodo placerat praesent
2321,942,32,10,2021-06-18,2021-06-30,NO_RESPONSE,quis orci eget orci vehicula condimentum curabitur in
2324,136,86,50,2025-12-27,2026-01-07,NO_RESPONSE,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus
2326,430,52,26,2023-02-11,2023-02-19,NO_RESPONSE,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit
2334,233,52,26,2023-02-19,2023-03-01,NO_RESPONSE,suscipit ligula in lacus curabitur at ipsum
2337,939,78,26,2025-04-12,2025-04-24,NO_RESPONSE,vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti
2338,633,78,55,2025-04-16,2025-04-26,NO_RESPONSE,eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo
2348,171,59,50,2023-09-12,2023-09-24,NO_RESPONSE,luctus et ultrices posuere cubilia curae donec
2323,190,94,30,2026-08-25,2026-09-07,REJECTED,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce
2352,798,27,51,2021-02-03,2021-02-12,NO_RESPONSE,lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
2346,228,94,34,2026-08-20,2026-08-30,NO_RESPONSE,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent
2356,935,90,5,2026-04-11,2026-04-23,NO_RESPONSE,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo
2361,809,60,61,2023-10-15,2023-10-25,NO_RESPONSE,vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue
2362,156,59,9,2023-09-21,2023-10-01,NO_RESPONSE,neque duis bibendum morbi non quam nec
3337,827,76,53,2025-02-28,,ACCEPTED,
266,427,20,55,2020-06-29,,REJECTED,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
3338,501,25,11,2020-11-30,,ACCEPTED,
3339,641,34,16,2021-08-31,,ACCEPTED,
3340,640,69,64,2024-07-31,,ACCEPTED,
3341,200,69,64,2024-07-31,,ACCEPTED,
3342,361,4,23,2019-02-28,,ACCEPTED,
3343,279,71,24,2024-09-30,,ACCEPTED,
3344,289,6,55,2019-04-30,,ACCEPTED,
3345,759,67,56,2024-05-31,,ACCEPTED,
3346,944,3,27,2019-01-31,,ACCEPTED,
3347,852,28,25,2021-02-28,,ACCEPTED,
3348,83,10,34,2019-08-31,,ACCEPTED,
3349,668,83,9,2025-09-30,,ACCEPTED,
3350,494,67,37,2024-05-31,,ACCEPTED,
267,284,36,61,2021-10-25,2021-11-02,NO_RESPONSE,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat
2413,756,9,50,2019-07-18,2019-07-28,REJECTED,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit
1415,678,2,64,2018-12-13,2018-12-25,REJECTED,at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam
2456,720,93,14,2026-07-29,2026-08-11,REJECTED,vel est donec odio justo sollicitudin ut suscipit a feugiat
1420,276,94,30,2026-08-08,2026-08-18,REJECTED,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum
1422,92,20,57,2020-07-01,2020-07-09,REJECTED,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat
276,408,15,38,2020-01-25,2020-02-03,NO_RESPONSE,congue eget semper rutrum nulla nunc purus phasellus in felis donec
1425,486,35,24,2021-09-10,2021-09-17,REJECTED,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu
2447,35,94,30,2026-08-10,2026-08-23,NO_RESPONSE,nisi at nibh in hac habitasse platea dictumst aliquam augue quam
2364,613,44,13,2022-06-10,2022-06-21,NO_RESPONSE,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas
1429,899,35,23,2021-09-21,2021-10-01,REJECTED,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus
1430,504,14,64,2019-12-28,2020-01-08,REJECTED,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien
1431,338,60,61,2023-10-12,2023-10-24,REJECTED,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at
1434,424,88,12,2026-02-13,2026-02-21,REJECTED,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis
2376,50,14,64,2019-12-19,2019-12-30,NO_RESPONSE,quam turpis adipiscing lorem vitae mattis nibh ligula
1435,513,10,34,2019-08-27,2019-09-08,REJECTED,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros
2384,295,50,37,2023-01-03,2023-01-14,NO_RESPONSE,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo
2391,744,39,24,2022-01-13,2022-01-21,NO_RESPONSE,sollicitudin mi sit amet lobortis sapien sapien non mi integer
2395,670,95,23,2026-09-20,2026-09-30,NO_RESPONSE,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
2399,559,15,37,2020-01-25,2020-02-04,NO_RESPONSE,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut
2408,329,42,51,2022-04-30,2022-05-08,NO_RESPONSE,augue quam sollicitudin vitae consectetuer eget rutrum
2409,219,91,37,2026-05-31,2026-06-08,NO_RESPONSE,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
2418,856,79,56,2025-05-27,2025-06-07,NO_RESPONSE,a libero nam dui proin leo odio porttitor id consequat in
2419,877,32,29,2021-06-15,2021-06-28,NO_RESPONSE,augue aliquam erat volutpat in congue etiam justo
2423,46,30,28,2021-04-20,2021-05-03,NO_RESPONSE,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla
2424,363,27,3,2021-02-01,2021-02-10,NO_RESPONSE,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat
2429,936,1,65,2018-11-29,2018-12-08,NO_RESPONSE,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum
2438,255,61,25,2023-11-14,2023-11-27,NO_RESPONSE,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra
2471,634,10,30,2019-08-24,2019-08-31,NO_RESPONSE,mauris morbi non lectus aliquam sit amet diam in
273,509,30,28,2021-04-12,,REJECTED,luctus et ultrices posuere cubilia curae nulla
275,284,36,61,2021-10-30,,REJECTED,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
3351,72,23,15,2020-09-30,,ACCEPTED,
3352,58,55,38,2023-05-31,,ACCEPTED,
3353,242,76,12,2025-02-28,,ACCEPTED,
3354,872,71,23,2024-09-30,,ACCEPTED,
3355,113,15,37,2020-01-31,,ACCEPTED,
3356,500,75,3,2025-01-31,,ACCEPTED,
3357,114,32,2,2021-06-30,,ACCEPTED,
3358,825,58,8,2023-08-31,,ACCEPTED,
3359,503,41,8,2022-03-31,,ACCEPTED,
3360,383,9,30,2019-07-31,,ACCEPTED,
3361,361,4,23,2019-02-28,,ACCEPTED,
3362,84,66,55,2024-04-30,,ACCEPTED,
3363,279,71,24,2024-09-30,,ACCEPTED,
3364,509,70,8,2024-08-31,,ACCEPTED,
3365,111,55,37,2023-05-31,,ACCEPTED,
3366,847,10,30,2019-08-31,,ACCEPTED,
3367,839,36,61,2021-10-31,,ACCEPTED,
3368,228,83,24,2025-09-30,,ACCEPTED,
3369,19,41,8,2022-03-31,,ACCEPTED,
278,86,76,26,2025-02-22,2025-03-01,NO_RESPONSE,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce
1437,919,89,27,2026-03-24,2026-04-07,REJECTED,turpis eget elit sodales scelerisque mauris sit amet
1447,842,14,35,2019-12-20,2019-12-31,REJECTED,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi
1456,237,76,12,2025-02-26,2025-03-06,REJECTED,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec
293,496,90,55,2026-04-19,2026-05-02,NO_RESPONSE,phasellus sit amet erat nulla tempus vivamus in felis eu sapien
295,766,47,50,2022-09-20,2022-10-03,NO_RESPONSE,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque
1465,392,82,59,2025-08-27,2025-09-09,REJECTED,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
1469,682,86,39,2025-12-20,2026-01-01,REJECTED,volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum
1480,365,47,50,2022-10-02,2022-10-15,REJECTED,donec diam neque vestibulum eget vulputate ut ultrices vel
1488,373,21,8,2020-07-28,2020-08-07,REJECTED,ridiculus mus vivamus vestibulum sagittis sapien
2485,61,45,14,2022-07-25,2022-08-05,NO_RESPONSE,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat
1489,168,32,29,2021-06-16,2021-06-28,REJECTED,in magna bibendum imperdiet nullam
1499,269,74,50,2025-01-02,2025-01-09,REJECTED,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec
1500,625,76,12,2025-02-12,2025-02-23,REJECTED,nibh in lectus pellentesque at nulla suspendisse potenti cras
2492,189,36,61,2021-10-12,2021-10-20,NO_RESPONSE,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem
1504,458,70,30,2024-08-20,2024-09-03,REJECTED,sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper
2495,404,48,61,2022-10-21,2022-11-01,NO_RESPONSE,penatibus et magnis dis parturient montes nascetur ridiculus
286,148,43,60,2022-05-13,2022-05-26,REJECTED,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean
2501,296,29,59,2021-03-15,2021-03-25,NO_RESPONSE,pede justo lacinia eget tincidunt eget tempus
2503,557,71,55,2024-09-25,2024-10-05,NO_RESPONSE,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum
294,684,17,49,2020-03-16,2020-03-27,REJECTED,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum
2488,454,59,50,2023-09-18,2023-09-26,REJECTED,est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut
2518,803,71,9,2024-09-20,2024-09-29,REJECTED,arcu sed augue aliquam erat volutpat
2512,157,33,14,2021-07-23,2021-08-04,NO_RESPONSE,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum
2513,504,14,64,2019-12-25,2020-01-05,NO_RESPONSE,nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
2516,665,72,10,2024-10-31,2024-11-10,NO_RESPONSE,nulla mollis molestie lorem quisque
2522,243,77,27,2025-03-18,2025-03-27,NO_RESPONSE,aliquam non mauris morbi non lectus
2527,96,22,17,2020-08-29,2020-09-08,NO_RESPONSE,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
2528,467,55,56,2023-05-22,2023-05-30,NO_RESPONSE,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
2532,911,9,16,2019-07-16,2019-07-28,NO_RESPONSE,suscipit ligula in lacus curabitur
2537,823,36,10,2021-10-16,2021-10-24,NO_RESPONSE,scelerisque quam turpis adipiscing lorem vitae mattis nibh
2541,268,96,61,2026-10-15,2026-10-28,NO_RESPONSE,augue luctus tincidunt nulla mollis molestie lorem
2543,17,37,9,2021-11-11,2021-11-20,NO_RESPONSE,blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque
2546,511,79,38,2025-05-23,2025-06-05,NO_RESPONSE,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat
2555,4,3,27,2019-01-30,2019-02-09,NO_RESPONSE,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac
279,26,72,10,2024-11-03,,REJECTED,nulla nunc purus phasellus in felis donec semper sapien a libero nam
285,201,67,6,2024-05-30,,REJECTED,hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem
289,277,70,59,2024-08-23,,REJECTED,nullam varius nulla facilisi cras
3370,999,72,31,2024-10-31,,ACCEPTED,
3371,691,23,24,2020-09-30,,ACCEPTED,
3372,52,9,30,2019-07-31,,ACCEPTED,
3373,303,41,27,2022-03-31,,ACCEPTED,
3374,15,58,30,2023-08-31,,ACCEPTED,
3375,913,2,35,2018-12-31,,ACCEPTED,
3376,219,34,16,2021-08-31,,ACCEPTED,
3377,202,49,49,2022-11-30,,ACCEPTED,
3378,916,72,10,2024-10-31,,ACCEPTED,
3379,238,15,37,2020-01-31,,ACCEPTED,
3380,741,8,3,2019-06-30,,ACCEPTED,
3381,472,30,28,2021-04-30,,ACCEPTED,
3382,602,77,27,2025-03-31,,ACCEPTED,
3383,770,37,9,2021-11-30,,ACCEPTED,
3384,26,17,27,2020-03-31,,ACCEPTED,
3385,821,67,6,2024-05-31,,ACCEPTED,
3386,729,71,23,2024-09-30,,ACCEPTED,
3387,416,4,23,2019-02-28,,ACCEPTED,
2619,759,70,34,2024-08-17,2024-08-30,REJECTED,tincidunt eget tempus vel pede
1509,418,32,10,2021-06-30,2021-07-12,REJECTED,erat volutpat in congue etiam justo etiam pretium iaculis
1521,120,34,16,2021-08-23,2021-09-03,REJECTED,cras pellentesque volutpat dui maecenas tristique
1530,483,75,51,2025-01-31,2025-02-13,REJECTED,nulla eget eros elementum pellentesque quisque porta volutpat
2648,696,91,37,2026-05-28,2026-06-04,REJECTED,ligula pellentesque ultrices phasellus id sapien in
303,541,45,64,2022-07-16,2022-07-24,NO_RESPONSE,etiam faucibus cursus urna ut
304,64,63,3,2024-01-27,2024-02-06,NO_RESPONSE,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis
1546,821,61,25,2023-11-16,2023-11-29,REJECTED,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a
1557,645,84,61,2025-10-30,2025-11-12,REJECTED,ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit
2562,20,24,61,2020-10-20,2020-11-02,NO_RESPONSE,at velit eu est congue elementum in hac habitasse platea dictumst morbi
1558,39,24,61,2020-10-28,2020-11-04,REJECTED,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
1573,938,69,14,2024-07-13,2024-07-24,REJECTED,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit
1575,769,90,5,2026-04-20,2026-05-03,REJECTED,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris
1587,330,30,55,2021-04-16,2021-04-27,REJECTED,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
1588,398,22,17,2020-08-22,2020-09-05,REJECTED,magna at nunc commodo placerat praesent blandit nam nulla integer pede
296,215,25,51,2020-11-26,2020-12-09,REJECTED,suscipit ligula in lacus curabitur at ipsum ac tellus
2578,183,7,39,2019-05-17,2019-05-29,NO_RESPONSE,mattis odio donec vitae nisi nam ultrices
2587,115,57,64,2023-07-20,2023-07-30,NO_RESPONSE,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur
2650,962,37,9,2021-11-18,2021-11-28,REJECTED,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in
2653,161,48,61,2022-10-30,2022-11-11,REJECTED,vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu
2606,792,20,5,2020-06-27,2020-07-09,NO_RESPONSE,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
2609,534,70,34,2024-08-12,2024-08-23,NO_RESPONSE,pretium iaculis diam erat fermentum
2610,252,56,32,2023-06-24,2023-07-07,NO_RESPONSE,sapien iaculis congue vivamus metus arcu
2627,317,87,51,2026-01-16,2026-01-23,NO_RESPONSE,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis
2631,369,9,50,2019-07-28,2019-08-07,NO_RESPONSE,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti
2634,764,83,24,2025-09-11,2025-09-22,NO_RESPONSE,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec
2659,800,86,39,2025-12-19,2026-01-01,NO_RESPONSE,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus
2662,674,77,54,2025-03-17,2025-03-26,NO_RESPONSE,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum
2665,34,58,8,2023-08-18,2023-08-30,NO_RESPONSE,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi
2666,781,85,1,2025-11-30,2025-12-10,NO_RESPONSE,adipiscing elit proin risus praesent lectus
298,355,4,2,2019-02-25,,REJECTED,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum
3388,919,38,51,2021-12-31,,ACCEPTED,
3389,355,53,27,2023-03-31,,ACCEPTED,
3390,746,74,38,2024-12-31,,ACCEPTED,
3391,775,35,12,2021-09-30,,ACCEPTED,
3392,779,44,56,2022-06-30,,ACCEPTED,
3393,746,74,38,2024-12-31,,ACCEPTED,
3394,579,72,10,2024-10-31,,ACCEPTED,
3395,750,42,51,2022-04-30,,ACCEPTED,
3396,717,59,9,2023-09-30,,ACCEPTED,
3397,981,62,37,2023-12-31,,ACCEPTED,
3398,388,96,10,2026-10-25,,ACCEPTED,
3399,80,95,24,2026-09-29,,ACCEPTED,
3400,312,5,56,2019-03-31,,ACCEPTED,
3401,732,72,61,2024-10-31,,ACCEPTED,
307,602,6,28,2019-04-18,2019-04-26,NO_RESPONSE,nibh in hac habitasse platea dictumst aliquam augue quam
319,961,23,3,2020-09-22,2020-09-30,REJECTED,mauris ullamcorper purus sit amet nulla quisque
309,498,84,61,2025-10-16,2025-10-29,NO_RESPONSE,pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat
310,325,95,24,2026-09-09,2026-09-17,NO_RESPONSE,facilisi cras non velit nec nisi vulputate nonummy
2708,203,58,30,2023-08-18,2023-08-29,REJECTED,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras
1591,227,1,33,2018-12-02,2018-12-14,REJECTED,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit
2714,44,58,53,2023-08-25,2023-09-07,REJECTED,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh
1593,434,17,27,2020-03-16,2020-03-24,REJECTED,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam
1601,54,78,26,2025-04-19,2025-04-28,REJECTED,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit
1602,562,74,2,2024-12-22,2024-12-31,REJECTED,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
2727,802,72,10,2024-10-19,2024-10-31,REJECTED,posuere cubilia curae nulla dapibus dolor vel
1615,63,78,55,2025-04-17,2025-04-26,NO_RESPONSE,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum
2677,198,64,26,2024-02-21,2024-02-29,NO_RESPONSE,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis
2728,838,79,37,2025-06-01,2025-06-13,REJECTED,habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat
2682,88,14,14,2019-12-14,2019-12-24,NO_RESPONSE,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer
2686,229,25,11,2020-12-02,2020-12-10,NO_RESPONSE,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa
2689,218,24,10,2020-10-22,2020-11-01,NO_RESPONSE,nisl venenatis lacinia aenean sit amet justo
2693,293,36,61,2021-10-26,2021-11-02,NO_RESPONSE,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat
2713,907,15,39,2020-01-13,2020-01-23,NO_RESPONSE,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam
2715,680,91,37,2026-05-18,2026-05-26,NO_RESPONSE,vestibulum sagittis sapien cum sociis natoque penatibus et magnis
2716,347,64,53,2024-02-20,2024-03-01,NO_RESPONSE,sem duis aliquam convallis nunc proin
2719,968,4,2,2019-02-14,2019-02-23,NO_RESPONSE,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean
2726,350,36,61,2021-10-28,2021-11-08,NO_RESPONSE,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet
2730,401,56,7,2023-06-29,2023-07-13,NO_RESPONSE,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
313,790,9,30,2019-08-01,,REJECTED,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien
316,13,71,9,2024-09-11,,REJECTED,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
317,538,83,9,2025-09-18,,REJECTED,ante nulla justo aliquam quis turpis
3402,788,71,9,2024-09-30,,ACCEPTED,
3403,234,2,35,2018-12-31,,ACCEPTED,
3404,102,19,17,2020-05-31,,ACCEPTED,
3405,879,68,29,2024-06-30,,ACCEPTED,
3406,328,25,63,2020-11-30,,ACCEPTED,
3407,707,66,5,2024-04-30,,ACCEPTED,
3408,873,9,50,2019-07-31,,ACCEPTED,
3409,553,44,13,2022-06-30,,ACCEPTED,
3410,509,70,8,2024-08-31,,ACCEPTED,
3411,365,28,49,2021-02-28,,ACCEPTED,
3412,156,53,2,2023-03-31,,ACCEPTED,
3413,8,7,37,2019-05-31,,ACCEPTED,
3414,273,8,51,2019-06-30,,ACCEPTED,
3415,290,20,28,2020-06-30,,ACCEPTED,
3416,540,35,12,2021-09-30,,ACCEPTED,
3417,666,55,37,2023-05-31,,ACCEPTED,
3418,543,87,51,2026-01-31,,ACCEPTED,
3419,407,59,23,2023-09-30,,ACCEPTED,
3420,228,83,24,2025-09-30,,ACCEPTED,
3421,171,2,35,2018-12-31,,ACCEPTED,
3422,402,48,31,2022-10-31,,ACCEPTED,
3423,361,4,23,2019-02-28,,ACCEPTED,
3424,823,46,59,2022-08-31,,ACCEPTED,
3425,889,66,55,2024-04-30,,ACCEPTED,
3426,928,23,3,2020-09-30,,ACCEPTED,
3427,56,71,24,2024-09-30,,ACCEPTED,
3428,151,11,57,2019-09-30,,ACCEPTED,
3429,602,77,27,2025-03-31,,ACCEPTED,
3430,85,37,9,2021-11-30,,ACCEPTED,
324,667,14,35,2019-12-26,2020-01-04,NO_RESPONSE,suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla
1603,800,86,39,2025-12-16,2025-12-27,REJECTED,nulla elit ac nulla sed vel
1605,596,78,28,2025-04-27,2025-05-04,REJECTED,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum
1606,848,90,57,2026-04-13,2026-04-22,REJECTED,est donec odio justo sollicitudin ut suscipit a feugiat
150,3,47,17,2022-09-17,2022-09-29,REJECTED,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien
2732,402,7,49,2019-05-26,2019-06-06,REJECTED,diam in magna bibendum imperdiet
1607,231,24,61,2020-10-22,2020-10-31,REJECTED,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti
1612,554,62,50,2024-01-01,2024-01-13,REJECTED,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin
1620,613,44,13,2022-06-28,2022-07-08,REJECTED,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus
1626,227,1,33,2018-11-29,2018-12-12,REJECTED,ligula sit amet eleifend pede
2734,932,45,64,2022-07-13,2022-07-25,NO_RESPONSE,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor
1627,290,8,51,2019-06-17,2019-06-29,REJECTED,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus
