"content_id","issue_id","section_id","company_id","catalog_item_id","author_id","specialization_id","content_description","materials_delivered","is_approved","posted_on_fb","applied_list_price","applied_discount_pct","agency_provision_pct","final_net_price"
1063,27,18,147,14,,3,id,true,true,true,192500.00,,,192500.00
1071,67,18,156,14,,6,nulla suspendisse potenti cras,true,true,true,192500.00,,,192500.00
1080,40,1,41,15,,53,integer tincidunt ante vel ipsum,true,true,true,77000.00,3.00,,74690.00
1085,7,1,210,15,,39,lectus vestibulum,true,true,true,77000.00,18.00,,63140.00
1114,43,16,674,12,,25,dis,true,true,true,175000.00,30.00,,122500.00
1121,62,1,361,15,,38,phasellus,true,true,true,77000.00,23.00,,59290.00
1014,86,4,588,5,,39,ac,true,true,false,80500.00,,,80500.00
1088,77,4,821,44,,54,duis,true,true,true,66500.00,3.00,,64505.00
1089,36,7,579,62,,31,non,true,true,true,0.00,27.00,,0.00
1090,6,19,330,54,,28,consequat dui nec nisi,true,true,true,0.00,,,0.00
1127,48,17,199,13,,61,pede posuere nonummy integer non,true,true,false,210000.00,,,210000.00
1235,43,18,375,14,12,25,ultrices phasellus id sapien in,true,true,false,192500.00,,,192500.00
334,85,15,28,67,26,49,non lectus,false,false,false,0.00,,,0.00
1143,33,17,720,13,,14,libero,true,true,true,210000.00,,,210000.00
1147,23,1,468,15,,24,tortor risus dapibus augue,true,true,false,77000.00,21.00,,60830.00
1158,62,1,775,15,,38,id luctus nec molestie,true,true,true,77000.00,,,77000.00
1161,80,18,511,14,,55,elementum ligula vehicula consequat,true,true,true,192500.00,,,192500.00
1163,32,16,126,12,,29,eu est congue elementum in,true,true,true,175000.00,,,175000.00
1204,63,18,96,14,,51,in hac habitasse platea dictumst,true,true,true,192500.00,,,192500.00
1186,46,5,460,52,,59,eget vulputate ut ultrices,true,true,true,0.00,,,0.00
1187,55,15,490,40,,39,quam sapien,true,true,true,129500.00,,,129500.00
1188,79,3,458,12,,37,ante,true,true,false,175000.00,,,175000.00
454,21,13,562,72,22,8,pulvinar sed nisl nunc rhoncus,true,false,false,0.00,,,0.00
418,12,21,28,69,10,10,pede,true,true,false,0.00,,,0.00
1217,78,18,223,14,,26,lacinia eget,true,true,true,192500.00,,,192500.00
1231,81,17,764,13,,64,etiam,true,true,true,210000.00,,,210000.00
1236,10,18,280,14,,34,ipsum integer a nibh in,true,true,true,192500.00,,,192500.00
1238,64,17,434,13,,26,aenean lectus pellentesque,true,true,false,210000.00,,,210000.00
1196,49,21,706,34,,30,laoreet ut rhoncus aliquet,true,true,false,0.00,,,0.00
1243,85,16,682,12,,25,dui proin leo odio porttitor,true,true,false,175000.00,,,175000.00
1262,96,18,370,14,,61,lacus purus aliquet,true,true,true,192500.00,,,192500.00
1192,17,3,809,25,,49,proin leo,true,true,false,0.00,28.00,,0.00
1267,25,16,307,12,,52,mauris viverra diam,true,true,true,175000.00,,,175000.00
486,6,17,679,13,1,5,purus sit amet nulla,true,false,false,210000.00,,,210000.00
1313,15,17,824,13,,4,integer,true,true,false,210000.00,,5.00,199500.00
1281,91,10,720,5,,6,sagittis nam,true,true,false,80500.00,,,80500.00
1286,46,6,171,5,,3,quis odio,true,true,false,80500.00,,,80500.00
1287,34,6,71,56,,53,leo odio porttitor id consequat,true,true,true,0.00,,,0.00
1321,82,1,209,15,,30,non ligula pellentesque ultrices,true,true,true,77000.00,,,77000.00
1326,15,18,864,14,,4,ut blandit non interdum in,true,true,false,192500.00,,,192500.00
1405,76,1,926,15,16,12,in,true,true,false,77000.00,,,77000.00
1411,36,1,816,15,8,61,ut odio cras,true,true,false,77000.00,30.00,,53900.00
1341,45,18,141,14,,35,sem praesent id,true,true,false,192500.00,22.00,,150150.00
1289,80,13,785,32,,55,lacus purus aliquet,true,true,false,0.00,,,0.00
1342,12,18,981,14,,31,tincidunt eu felis fusce,true,true,false,192500.00,9.00,,175175.00
1368,66,18,225,14,,5,sed magna,true,true,true,192500.00,3.00,14.00,159775.00
1407,61,18,675,14,,1,ultrices,true,true,false,192500.00,,,192500.00
637,95,13,983,70,10,24,in hac habitasse platea,false,true,false,0.00,,,0.00
1435,6,17,105,13,,28,posuere cubilia,true,true,false,210000.00,13.00,,182700.00
1439,71,16,728,12,,9,ac consequat metus sapien,true,true,true,175000.00,15.00,,148750.00
1447,40,1,798,15,,39,nullam,true,true,true,77000.00,,,77000.00
1481,33,17,249,13,,64,vestibulum,true,true,true,210000.00,,,210000.00
1370,17,5,902,33,,27,est phasellus,true,true,false,0.00,,15.00,0.00
1500,74,16,507,12,,38,vivamus metus arcu adipiscing molestie,true,true,false,175000.00,14.00,,150500.00
1505,7,16,457,12,,6,mattis egestas metus aenean fermentum,true,true,true,175000.00,20.00,,140000.00
674,3,1,454,15,8,27,a suscipit nulla elit,false,false,false,77000.00,,,77000.00
1558,26,17,471,13,,4,tristique fusce congue diam id,true,true,false,210000.00,,,210000.00
1561,38,18,383,14,,29,ipsum primis,true,true,false,192500.00,1.00,,190575.00
644,91,20,937,70,17,38,dui,true,true,false,0.00,,,0.00
1570,70,1,766,15,,59,sapien cursus vestibulum,true,true,false,77000.00,,,77000.00
667,46,13,426,72,18,3,dis parturient montes nascetur,true,false,false,0.00,13.00,,0.00
1603,31,18,992,14,,50,mattis egestas metus aenean,true,true,false,192500.00,,,192500.00
1605,6,16,893,12,,28,eget massa tempor convallis,true,true,false,175000.00,30.00,,122500.00
1621,25,17,682,13,,11,ipsum,true,true,false,210000.00,,,210000.00
1632,65,1,151,15,,2,sit amet,true,true,true,77000.00,21.00,,60830.00
1644,89,1,220,15,,4,quis,true,true,false,77000.00,,,77000.00
1683,92,17,320,13,,55,erat curabitur gravida nisi at,true,true,true,210000.00,21.00,,165900.00
1686,50,17,134,13,,38,felis ut at dolor,true,true,true,210000.00,7.00,,195300.00
1697,79,17,484,13,,6,eros vestibulum ac est,true,true,false,210000.00,14.00,,180600.00
1635,7,21,958,10,,37,pede venenatis non,true,true,false,24500.00,11.00,,21805.00
1700,65,1,329,15,,27,amet cursus id turpis integer,true,true,false,77000.00,21.00,,60830.00
1725,45,16,732,12,,14,non lectus aliquam sit amet,true,true,false,175000.00,,,175000.00
1729,90,1,216,15,,55,integer tincidunt,true,true,true,77000.00,,,77000.00
723,24,9,474,67,12,31,congue risus semper,true,false,false,0.00,,,0.00
1732,55,18,785,14,,6,convallis nunc proin,true,true,false,192500.00,,,192500.00
1788,1,1,408,15,8,65,ultrices erat tortor,true,true,false,77000.00,,,77000.00
1743,62,18,552,14,,39,quis augue luctus,true,true,false,192500.00,20.00,,154000.00
1746,56,17,660,13,,60,in,true,true,true,210000.00,,,210000.00
1758,49,1,848,15,,34,sodales scelerisque mauris sit,true,true,true,77000.00,14.00,,66220.00
1767,88,1,337,15,,23,eu,true,true,false,77000.00,,,77000.00
730,13,2,335,68,22,26,in hac habitasse,false,true,false,0.00,,,0.00
1578,47,7,363,19,,17,at vulputate,true,true,false,0.00,,,0.00
1657,9,11,379,14,,16,condimentum id luctus nec molestie,true,true,false,192500.00,,,192500.00
1658,86,13,537,26,,2,quis lectus suspendisse potenti in,true,true,false,0.00,,,0.00
462,83,21,448,3,,9,volutpat in congue,true,true,false,98000.00,28.00,,70560.00
1662,71,20,401,21,,23,posuere felis,true,true,false,0.00,,,0.00
1665,67,13,141,35,,56,quam pede lobortis ligula sit,true,true,false,0.00,22.00,,0.00
1666,66,15,31,2,,55,sapien ut nunc vestibulum ante,true,true,false,119000.00,26.00,,88060.00
1856,20,8,244,54,,26,neque vestibulum eget,true,true,true,0.00,,,0.00
1857,54,7,14,59,,55,ut odio cras mi pede,true,true,true,0.00,,,0.00
1859,15,4,626,60,,37,nec,true,true,true,0.00,4.00,,0.00
1860,57,9,243,9,,14,nulla integer pede justo,true,true,false,45500.00,22.00,,35490.00
1861,57,21,434,10,,35,rhoncus,true,true,false,24500.00,,,24500.00
1862,34,10,104,23,,16,gravida nisi at nibh,true,true,false,0.00,,,0.00
1864,87,19,124,13,,3,aenean fermentum,true,true,false,210000.00,,,210000.00
1866,68,2,321,24,,60,in leo,true,true,false,0.00,15.00,,0.00
1867,50,3,363,62,,37,pulvinar nulla pede ullamcorper,true,true,true,0.00,,,0.00
1868,82,20,894,60,,8,imperdiet sapien urna pretium nisl,true,true,true,0.00,4.00,,0.00
1869,77,15,705,26,,27,justo maecenas,true,true,false,0.00,,,0.00
1870,27,11,257,7,,3,sapien ut nunc,true,true,false,73500.00,1.00,,72765.00
1871,82,9,253,59,,59,ultrices erat,true,true,true,0.00,,,0.00
1778,54,1,58,15,,26,mattis egestas metus,true,true,true,77000.00,3.00,8.00,68530.00
1787,87,17,752,13,,3,augue aliquam erat volutpat,true,true,false,210000.00,,,210000.00
1791,32,17,807,13,,60,faucibus cursus urna ut tellus,true,true,false,210000.00,,,210000.00
1887,37,16,119,12,,34,luctus,true,true,false,175000.00,,,175000.00
1826,88,17,845,13,,65,sagittis sapien cum sociis,true,true,false,210000.00,,,210000.00
1858,11,17,638,13,,57,felis sed interdum venenatis,true,true,false,210000.00,,,210000.00
1747,5,21,913,60,,4,sapien cursus vestibulum proin,true,true,true,0.00,,,0.00
1888,36,18,876,14,,61,turpis enim blandit mi,true,true,false,192500.00,,,192500.00
1930,96,16,655,12,,61,augue quam sollicitudin vitae consectetuer,true,true,false,175000.00,24.00,,133000.00
890,3,8,456,63,21,27,ut,false,false,false,0.00,,,0.00
1797,92,21,175,12,,7,interdum,true,true,false,175000.00,,,175000.00
1863,22,21,59,13,20,17,sapien dignissim vestibulum,true,true,false,210000.00,,,210000.00
1836,94,21,387,14,,8,lacinia aenean sit,true,true,true,192500.00,19.00,,155925.00
37,90,13,858,57,,55,nibh,true,true,true,0.00,,14.00,0.00
39,37,5,732,30,,30,in blandit,true,true,false,0.00,,,0.00
40,8,11,396,4,,3,est,true,true,false,80500.00,23.00,,61985.00
43,69,15,876,8,,35,mattis pulvinar,true,true,false,45500.00,,,45500.00
44,54,13,762,5,,55,ipsum primis in faucibus orci,true,true,false,80500.00,,,80500.00
621,71,16,903,12,,9,mauris sit amet,true,true,false,175000.00,11.00,,155750.00
934,79,18,120,14,,6,sed,true,true,true,192500.00,,,192500.00
970,1,7,68,70,28,65,amet sapien dignissim vestibulum vestibulum,true,false,false,0.00,6.00,10.00,0.00
1837,36,4,181,1,,10,cras in purus,true,true,false,133000.00,,,133000.00
943,67,1,913,15,,39,varius,true,true,false,77000.00,,,77000.00
1104,28,18,978,14,,34,nisi,true,true,false,192500.00,,,192500.00
1839,50,21,871,19,,59,dapibus augue,true,true,false,0.00,2.00,,0.00
1840,90,21,465,30,,26,odio elementum eu interdum,true,true,false,0.00,27.00,,0.00
1842,62,2,478,51,,4,amet diam in magna,true,true,true,0.00,,,0.00
1843,74,9,26,59,,38,porttitor id,true,true,true,0.00,1.00,,0.00
1844,54,15,752,30,,5,rutrum,true,true,false,0.00,,,0.00
1845,55,6,990,31,,56,in faucibus orci,true,true,false,0.00,,,0.00
1284,72,1,25,15,,10,sit amet,true,true,false,77000.00,22.00,,60060.00
1285,59,1,829,15,,50,commodo vulputate,true,true,false,77000.00,,,77000.00
1373,69,16,479,12,,14,vel accumsan tellus nisi,true,true,true,175000.00,22.00,,136500.00
1596,59,16,520,12,,24,sit amet,true,true,false,175000.00,,,175000.00
825,21,17,293,13,27,8,dapibus,false,false,false,210000.00,23.00,,161700.00
1664,4,1,886,15,,23,quis libero nullam sit amet,true,true,true,77000.00,,,77000.00
1761,58,1,564,15,,30,neque,true,true,false,77000.00,,9.00,70070.00
1841,43,18,172,14,,60,dapibus,true,true,true,192500.00,,,192500.00
1283,81,21,760,14,,64,habitasse platea dictumst,true,true,true,192500.00,3.00,,186725.00
1376,96,15,203,9,,31,id justo sit amet,true,true,false,45500.00,,,45500.00
1847,17,21,792,14,,6,amet sapien dignissim,true,true,true,192500.00,,13.00,167475.00
1912,85,13,16,34,,49,vel ipsum praesent blandit,true,true,false,0.00,,,0.00
1913,69,6,448,14,,14,pellentesque viverra pede,true,true,false,192500.00,28.00,,138600.00
1914,81,4,127,42,,64,nullam orci pede,true,true,true,106750.00,8.00,,98210.00
21,87,14,912,31,,3,vel lectus in,true,false,false,0.00,,,0.00
23,66,4,101,57,,55,eget semper rutrum,false,false,false,0.00,20.00,,0.00
30,66,7,713,16,,55,nulla,false,true,false,87500.00,25.00,,65625.00
35,83,11,266,55,,23,eget massa,false,false,false,0.00,17.00,,0.00
41,49,12,983,34,,49,in,true,false,false,0.00,,,0.00
85,48,18,912,14,,61,posuere cubilia,true,false,false,192500.00,,,192500.00
1195,64,18,205,14,13,53,leo,true,true,false,192500.00,3.00,,186725.00
1087,44,21,80,72,25,13,nec,true,false,false,0.00,18.00,,0.00
1916,15,12,573,47,,38,pretium iaculis,true,true,true,40250.00,12.00,,35420.00
1918,95,10,362,40,,9,ut rhoncus aliquet pulvinar,true,true,true,129500.00,,,129500.00
1919,55,8,100,13,,38,commodo,true,true,false,210000.00,,,210000.00
196,30,21,3,13,,57,nullam sit amet turpis,false,false,false,210000.00,,,210000.00
38,50,8,400,56,,39,id consequat in consequat ut,true,true,false,0.00,5.00,,0.00
984,2,16,962,12,,35,etiam justo etiam pretium iaculis,true,true,false,175000.00,10.00,,157500.00
79,44,21,606,6,,28,nulla,false,false,false,73500.00,,,73500.00
81,34,2,153,31,,16,tempus semper est,false,true,false,0.00,15.00,,0.00
709,2,18,844,14,,14,in libero ut massa,true,true,false,192500.00,,,192500.00
501,37,18,901,14,3,30,tortor eu pede,true,true,false,192500.00,,,192500.00
498,56,17,45,13,,32,odio donec vitae,true,true,true,210000.00,15.00,,178500.00
505,92,1,47,15,,55,consequat metus sapien ut nunc,true,true,true,77000.00,,,77000.00
513,54,17,504,13,,57,diam erat fermentum justo nec,true,true,true,210000.00,,,210000.00
521,62,17,363,13,,50,est lacinia nisi,true,true,false,210000.00,,,210000.00
807,55,17,714,13,,6,vivamus vel,true,true,false,210000.00,,,210000.00
760,6,17,253,13,9,55,tempus vel pede morbi porttitor,true,true,false,210000.00,,,210000.00
877,88,18,737,14,14,12,sit,true,true,false,192500.00,,,192500.00
758,10,17,884,13,,34,gravida nisi at,true,true,false,210000.00,,,210000.00
765,20,1,448,15,,57,nulla elit,true,true,false,77000.00,28.00,,55440.00
798,6,18,887,14,,28,vestibulum velit,true,true,false,192500.00,,,192500.00
801,45,1,810,15,,35,donec diam neque vestibulum eget,true,true,false,77000.00,,,77000.00
1464,71,16,415,12,28,9,duis aliquam convallis nunc,true,true,false,175000.00,,10.00,157500.00
1432,8,1,933,15,,3,lacus purus aliquet at,true,true,false,77000.00,,,77000.00
1707,67,17,90,13,,38,felis donec semper,true,true,true,210000.00,,,210000.00
1718,57,17,994,13,,14,sagittis nam congue risus semper,true,true,false,210000.00,4.00,,201600.00
1721,47,1,147,15,,26,dolor vel est donec odio,true,true,true,77000.00,,,77000.00
1939,7,16,174,12,,38,morbi porttitor,true,true,false,175000.00,,,175000.00
31,4,18,595,14,,23,pede lobortis ligula sit amet,true,true,true,192500.00,,,192500.00
34,40,1,668,15,,6,tempus semper est quam,true,true,false,77000.00,,,77000.00
48,41,18,547,14,,27,molestie lorem quisque ut,true,true,true,192500.00,6.00,,180950.00
49,22,17,273,13,,17,ut massa quis,true,true,true,210000.00,11.00,,186900.00
1943,49,18,505,14,,34,suscipit ligula,true,true,true,192500.00,,,192500.00
1952,71,16,156,12,,23,rhoncus dui vel,true,true,false,175000.00,,,175000.00
1958,94,1,683,15,,30,iaculis diam erat fermentum justo,true,true,false,77000.00,,,77000.00
58,78,17,859,13,,5,tristique fusce congue diam,true,true,true,210000.00,,,210000.00
1852,12,16,129,12,,31,orci nullam molestie nibh,true,true,false,175000.00,,,175000.00
411,45,17,411,13,,35,semper interdum,true,false,false,210000.00,,,210000.00
423,78,16,224,12,,28,interdum mauris,true,false,false,175000.00,,4.00,168000.00
24,77,21,843,70,23,54,suspendisse potenti,true,true,false,0.00,,,0.00
32,23,8,202,70,9,15,nullam,true,true,false,0.00,,,0.00
36,11,8,124,68,24,57,erat fermentum justo nec,true,true,false,0.00,,,0.00
42,84,21,545,64,29,31,adipiscing,true,true,false,0.00,13.00,,0.00
60,23,5,955,67,11,15,cubilia curae mauris viverra diam,true,true,false,0.00,3.00,,0.00
61,70,2,451,70,27,34,ipsum praesent blandit lacinia,true,true,false,0.00,,,0.00
67,58,12,715,63,14,30,dolor,true,true,false,0.00,27.00,,0.00
82,7,3,111,65,12,49,vivamus,true,true,false,0.00,5.00,,0.00
94,76,21,530,13,13,26,lacinia nisi venenatis tristique,true,true,false,210000.00,19.00,,170100.00
88,67,6,707,66,23,37,fusce,true,true,false,0.00,,,0.00
73,78,21,294,12,,55,ipsum,true,true,true,175000.00,,,175000.00
101,52,11,486,69,16,26,viverra,true,true,false,0.00,17.00,,0.00
122,50,7,988,64,18,38,vivamus,true,true,false,0.00,10.00,,0.00
127,50,10,517,70,24,38,nonummy integer non velit,true,true,false,0.00,,,0.00
134,34,5,742,66,2,16,a libero nam,true,true,false,0.00,7.00,,0.00
136,67,5,337,72,2,39,nulla quisque,true,true,false,0.00,,,0.00
140,9,21,33,67,30,50,urna pretium,true,true,false,0.00,,,0.00
142,35,13,879,70,6,55,luctus et,true,true,false,0.00,,,0.00
145,26,21,166,14,,56,pulvinar nulla pede ullamcorper augue,true,true,true,192500.00,,,192500.00
163,88,6,186,73,23,12,luctus rutrum,true,true,false,0.00,5.00,15.00,0.00
102,35,10,926,67,29,24,purus phasellus,true,true,false,0.00,,,0.00
109,43,5,466,70,1,60,dignissim vestibulum,true,true,false,0.00,18.00,,0.00
113,84,5,526,72,5,61,posuere cubilia curae donec,true,true,false,0.00,,,0.00
59,5,3,522,48,,56,nisi eu,true,true,true,22750.00,,,22750.00
54,2,21,830,23,,64,nascetur ridiculus,true,true,false,0.00,,,0.00
57,79,2,492,60,,56,dui luctus rutrum nulla tellus,true,false,false,0.00,,,0.00
76,50,11,350,62,,4,at ipsum ac tellus semper,true,false,false,0.00,16.00,,0.00
230,73,11,953,50,,11,vulputate elementum nullam varius nulla,true,false,false,0.00,,,0.00
238,37,9,265,16,,30,cubilia curae donec,false,false,false,87500.00,,,87500.00
241,55,3,670,37,,37,nulla mollis molestie lorem,false,true,false,199500.00,,,199500.00
244,26,15,532,28,,26,sed tincidunt eu felis,false,true,false,0.00,15.00,,0.00
247,91,15,694,32,,37,suscipit,true,false,false,0.00,20.00,,0.00
268,1,11,40,3,,65,etiam vel augue vestibulum rutrum,true,false,false,98000.00,20.00,,78400.00
274,13,2,508,28,,26,consectetuer eget rutrum,false,false,false,0.00,,,0.00
285,33,10,336,41,,64,praesent,false,true,false,129500.00,,,129500.00
146,28,1,818,15,,25,vestibulum,false,true,false,77000.00,,,77000.00
153,61,16,342,12,,1,justo,false,true,false,175000.00,,,175000.00
219,24,18,439,14,,61,in est risus,false,true,false,192500.00,,,192500.00
272,68,16,912,12,,7,in sagittis dui vel,false,false,false,175000.00,,2.00,171500.00
276,76,16,275,12,,53,in congue etiam justo,false,true,false,175000.00,,,175000.00
356,20,17,956,13,,55,sed ante vivamus,false,true,false,210000.00,8.00,,193200.00
370,48,18,237,14,,10,amet justo morbi,false,false,false,192500.00,2.00,,188650.00
296,39,7,514,16,,2,mauris viverra diam,true,true,false,87500.00,,,87500.00
301,37,20,738,34,,30,ipsum,false,true,false,0.00,,,0.00
1042,16,12,463,18,,34,at diam nam,true,false,false,46996.00,,,46996.00
746,82,8,667,33,,30,dictumst morbi vestibulum velit id,true,false,false,0.00,23.00,,0.00
748,78,21,629,48,,55,aenean lectus pellentesque,false,false,false,22750.00,,,22750.00
753,79,2,28,35,,39,sapien iaculis congue vivamus,true,true,false,0.00,,,0.00
757,80,15,704,53,,7,libero nam,false,true,false,0.00,11.00,,0.00
767,78,3,438,60,,26,duis,false,false,false,0.00,,,0.00
781,10,21,373,33,,30,lacus curabitur at ipsum,false,false,false,0.00,,,0.00
786,37,14,317,6,,9,tortor,true,true,false,73500.00,,,73500.00
789,91,19,366,37,,38,pede libero quis orci,false,true,false,199500.00,12.00,,175560.00
790,10,7,350,6,,30,morbi ut odio,false,true,false,73500.00,16.00,,61740.00
525,63,1,350,15,,51,in felis donec semper,false,true,false,77000.00,16.00,,64680.00
716,95,16,293,12,,23,vel ipsum praesent,true,false,false,175000.00,23.00,,134750.00
1268,52,3,841,56,,55,platea dictumst aliquam augue quam,true,true,false,0.00,,,0.00
1275,55,11,80,23,,37,convallis eget eleifend luctus,false,false,false,0.00,18.00,,0.00
1282,79,7,895,52,,39,accumsan tellus nisi,true,false,false,0.00,,,0.00
1316,23,14,190,46,,55,cum sociis natoque penatibus et,true,true,false,63000.00,,,63000.00
1318,58,21,44,14,,53,urna,true,false,false,192500.00,,,192500.00
1319,23,7,900,32,,3,et ultrices posuere cubilia curae,true,false,false,0.00,2.00,14.00,0.00
1324,79,8,456,20,,39,proin,false,false,false,0.00,,,0.00
1383,71,3,818,69,29,23,facilisi cras non velit,true,true,false,0.00,,,0.00
1288,90,18,794,14,29,55,ut suscipit a feugiat,true,true,false,192500.00,,,192500.00
1292,1,18,21,14,,65,nulla pede,false,false,false,192500.00,12.00,,169400.00
139,91,12,653,56,,37,ipsum dolor sit amet consectetuer,false,false,false,0.00,,,0.00
159,91,21,12,17,,6,nam,false,true,false,35000.00,,,35000.00
148,71,7,881,5,,55,sed tristique in,true,true,false,80500.00,,,80500.00
236,59,21,376,41,,24,tortor,true,false,false,129500.00,,,129500.00
239,9,21,46,44,,16,id nisl venenatis,false,true,false,66500.00,,,66500.00
277,17,21,956,42,,49,aliquam quis,true,false,false,106750.00,8.00,,98210.00
291,63,21,197,39,,51,pharetra magna vestibulum aliquet ultrices,true,false,false,133000.00,,,133000.00
165,48,15,629,37,,61,ultrices posuere cubilia curae mauris,true,false,false,199500.00,,9.00,181545.00
193,75,6,277,52,,3,cubilia curae nulla,false,false,false,0.00,,,0.00
198,3,13,133,1,,11,curabitur convallis duis consequat dui,false,false,false,133000.00,,,133000.00
208,89,20,350,37,,54,sed magna at nunc commodo,false,false,false,199500.00,16.00,,167580.00
329,30,21,670,4,,55,at,false,false,false,80500.00,,,80500.00
229,61,9,532,22,,49,ultrices,false,true,false,0.00,15.00,,0.00
445,1,9,679,45,,65,sit amet cursus id turpis,false,true,false,63000.00,,,63000.00
455,86,13,68,42,,37,praesent id massa,false,true,false,106750.00,6.00,,100345.00
511,93,21,197,39,,14,iaculis congue vivamus metus arcu,false,false,false,133000.00,,,133000.00
460,30,10,28,44,,57,dignissim vestibulum vestibulum ante ipsum,false,true,false,66500.00,,,66500.00
634,6,21,456,38,,28,lectus aliquam,false,false,false,173250.00,,,173250.00
689,68,21,275,15,,29,in hac habitasse platea dictumst,false,false,false,77000.00,,,77000.00
490,10,14,158,26,,30,vel,true,false,false,0.00,28.00,,0.00
491,89,13,783,58,,27,non lectus,false,true,false,0.00,,,0.00
516,55,21,566,16,,6,at diam nam tristique,false,false,false,87500.00,,,87500.00
854,77,21,738,21,,54,non,false,false,false,0.00,,,0.00
520,95,14,596,20,,23,nibh quisque id,true,false,false,0.00,,,0.00
1390,26,17,366,13,,56,vestibulum ac est lacinia nisi,true,true,false,210000.00,12.00,,184800.00
1462,7,17,629,13,1,6,pede lobortis ligula sit,false,false,false,210000.00,,,210000.00
1516,64,16,46,12,,53,felis,false,true,false,175000.00,,,175000.00
1529,89,1,291,15,,4,ultrices enim lorem ipsum,true,true,false,77000.00,1.00,,76230.00
1421,89,14,529,64,22,27,est congue elementum in,false,true,false,0.00,,,0.00
1349,21,19,516,5,,8,eleifend donec ut,false,false,false,80500.00,11.00,,71645.00
1379,74,10,881,19,,39,est,false,false,false,0.00,,,0.00
1382,88,9,376,16,,75,non interdum in ante,false,false,false,87500.00,,,87500.00
1399,17,6,411,43,,27,in ante vestibulum,true,false,false,89250.00,,,89250.00
1459,20,21,388,67,23,5,vehicula consequat morbi,true,true,false,0.00,,,0.00
1352,46,3,402,54,,33,eget orci,true,true,true,0.00,,,0.00
1444,90,6,818,72,14,28,vivamus,false,true,false,0.00,,,0.00
1457,86,21,40,70,26,38,primis,true,true,false,0.00,20.00,,0.00
1477,31,15,350,71,23,50,ipsum,true,true,false,0.00,16.00,,0.00
1426,95,4,246,5,,60,lacus morbi,false,false,false,80500.00,,1.00,79695.00
1495,49,21,532,65,21,49,nisl venenatis lacinia,false,false,false,0.00,15.00,,0.00
1496,61,21,68,42,,1,dapibus duis at velit eu,false,false,false,106750.00,6.00,,100345.00
1510,44,21,291,13,,13,amet,true,true,false,210000.00,1.00,,207900.00
1542,62,21,369,23,,4,quis turpis eget elit,false,false,false,0.00,,,0.00
1385,1,21,326,14,,65,commodo placerat praesent blandit,true,false,false,192500.00,,,192500.00
1429,29,19,857,31,,59,id massa,false,false,false,0.00,7.00,,0.00
1442,96,7,28,14,,61,sollicitudin mi sit,false,false,false,192500.00,,,192500.00
1450,7,4,421,30,,38,donec diam neque vestibulum eget,true,false,false,0.00,,,0.00
1451,76,6,690,44,,26,ultrices,true,true,false,66500.00,,,66500.00
1455,74,6,3,53,,2,nunc donec quis,true,false,false,0.00,,,0.00
1473,89,5,617,2,,4,amet sem fusce consequat,true,true,false,119000.00,,,119000.00
1475,67,14,1,40,,38,pede,true,false,false,129500.00,,,129500.00
1486,78,3,667,51,,26,vel ipsum,true,false,false,0.00,23.00,,0.00
63,30,19,628,45,,55,suspendisse potenti nullam porttitor,true,true,true,63000.00,,,63000.00
64,77,19,507,34,,54,nibh in hac habitasse platea,true,true,false,0.00,14.00,,0.00
66,23,6,603,43,,15,eros elementum,true,true,true,89250.00,,,89250.00
68,43,14,431,44,,25,aliquet pulvinar sed nisl,true,true,true,66500.00,23.00,,51205.00
71,90,12,227,8,,28,risus praesent lectus,true,true,false,45500.00,22.00,,35490.00
72,85,2,979,19,,1,posuere cubilia curae donec,true,true,false,0.00,6.00,,0.00
74,64,6,79,22,,12,blandit lacinia erat,true,true,false,0.00,,,0.00
75,3,5,816,13,,53,ut,true,true,false,210000.00,30.00,,147000.00
77,71,10,274,3,,23,magnis,true,true,false,98000.00,,,98000.00
78,28,21,557,22,,8,elementum pellentesque quisque porta,true,true,false,0.00,13.00,,0.00
86,5,15,271,42,,43,consequat,true,true,true,106750.00,,,106750.00
87,39,20,110,23,,2,vel sem sed,true,true,false,0.00,27.00,,0.00
89,67,5,523,29,,39,amet sem fusce consequat,true,true,false,0.00,,,0.00
90,67,20,470,1,,56,aenean lectus pellentesque eget nunc,true,true,false,133000.00,,,133000.00
91,47,4,285,42,,17,amet sem fusce consequat nulla,true,true,true,106750.00,,,106750.00
93,75,10,382,8,,51,dapibus dolor,true,true,false,45500.00,19.00,,36855.00
95,33,9,615,14,,64,duis consequat,true,true,false,192500.00,18.00,,157850.00
572,90,4,141,16,,26,vel pede,true,true,false,87500.00,22.00,,68250.00
96,5,3,470,47,,56,in leo maecenas pulvinar lobortis,true,true,true,40250.00,,,40250.00
97,33,21,924,31,,14,dictumst maecenas ut massa,true,true,false,0.00,,,0.00
100,6,4,149,25,,28,duis consequat,true,true,false,0.00,,,0.00
103,86,8,72,17,,37,urna ut tellus nulla ut,true,true,false,35000.00,,,35000.00
104,4,6,111,47,,54,id massa id,true,true,true,40250.00,5.00,,38237.50
106,20,7,689,40,,28,faucibus accumsan odio curabitur,true,true,true,129500.00,,,129500.00
111,77,12,993,57,,54,leo,true,true,true,0.00,,,0.00
114,53,6,547,40,,27,volutpat eleifend,true,true,true,129500.00,6.00,,121730.00
1487,36,4,332,17,,61,nunc purus,false,true,false,35000.00,27.00,,25550.00
1492,29,19,983,30,,59,turpis sed ante,true,true,false,0.00,,,0.00
